eventID,eventTime,sourceIPAddress,userAgent,eventName,eventSource,awsRegion,eventVersion,userIdentitytype,eventType,userIdentityaccountId,userIdentityprincipalId,userIdentityarn,userIdentityaccessKeyId,userIdentityuserName,errorCode,errorMessage,requestParametersinstanceType
3038ebd2-c98a-4c65-9b6e-e22506292313,2017-02,255.253,[S3Console,ListBuckets,s3.amazonaws.com,us-east-1,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,,NoError,NotApplicable
22a0d9b1-deea-4d39-827b-2af7050ed3f3,2017-02,255.253,console.amazonaws.com,GetAccountPasswordPolicy,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,NoSuchEntityException,The Password Policy with domain name 811596193553 cannot be found.,NotApplicable
9facf7ca-cb76-4b19-940c-3de6803f7efb,2017-02,255.253,console.amazonaws.com,GetAccountSummary,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
6596d3b4-7c98-40b1-867d-f317f1dbdc18,2017-02,255.253,console.amazonaws.com,ListAccountAliases,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
9f9d038c-e5a5-443e-83d5-4cf00941d399,2017-02,255.253,console.amazonaws.com,ListMFADevices,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
4babc3a3-77b1-44b6-9940-42363d44f5b2,2017-02,255.253,console.amazonaws.com,ListAccessKeys,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
c2f959326-973c-4508-bc82-5ec06bea252f,2017-02,255.253,console.amazonaws.com,ListAccessKeys,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
eec27e8a-b750-4c7c-95e3-99a80d203bee,2017-02,255.253,console.amazonaws.com,GetAccountPasswordPolicy,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,NoSuchEntityException,The Password Policy with domain name 811596193553 cannot be found.,NotApplicable
30f077e5-6c11-41f6-8ed0-2aedad506b1d,2017-02,255.253,console.amazonaws.com,GetAccountSummary,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
dc97bcac-91e6-490f-9f7c-32e56cc58dcd,2017-02,255.253,console.amazonaws.com,ListAccountAliases,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
e5cacd34-cfa7-4b74-a380-51dbb56832a,2017-02,255.253,console.amazonaws.com,ListMFADevices,iam.amazonaws.com,us-east-1,1.02,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIA79EXPHZ8SRL55OOE,Unknown,,NoError,NotApplicable
09bca6e3-ff6c-49f5-8735-d4389b10c769,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
2dd9d57f-2734-49e4-a801-ab9a7fb21dd3,2017-02,Unknown,"[AWSCloudTrail, aws-internal",ListBuckets,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,,NoError,NotApplicable
032db777-fcc7-4fdd-a916-c60e1050db97,2017-02,255.253,"AWSCloudTrail, aws-internal",ListTopics,sns.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
5e41180-aa5c-4599-89f1-1eaf8c77389c,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
ff9cea3c-940e-4eb7-863e-df7d4ff618a8,2017-02,Unknown,"[AWSCloudTrail, aws-internal",CreateBucket,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,,NoError,NotApplicable
7770c491-624b-4973-91fa-269607853290,2017-02,Unknown,"[AWSCloudTrail, aws-internal",PutBucketPolicy,s3.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,,NoError,NotApplicable
d7d9f9c9-a19b-417c-a925-a378150b8640,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
407b5157-e6e2-46de-854a-dca35b5a2697,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
d6633d9e-73cb-433b-8016-7b65bc970805d,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
976a7a83-ada1-48f7-bf14-c60eaf4f1ccb,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
a3f14f50-0b0c-407b-9cbd-62f4300b2c5e,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
e6fa7d52-cea1-44c7-8bef-7d065aa19aff,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
85475f09-add7-48e5-80a5-3199f6a45937,2017-02,255.253,console.amazonaws.com,CreateTrail,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
d184113-6f9c-4340-9c9d-b456636ba3d5,2017-02,255.253,console.amazonaws.com,StartLogging,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
08b62c21-0bf2-4b65-9a52-1033f7f937313,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
2fceb21a-9120-4ab5-9d39-d62a6f235820,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
b859216ba-2710-4127-b04c-4ed0eac3ef99,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
708788a3-55a6-41d6-90d2-0170a282f29a,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
17f0abda-ea87-4005-94d1-6c302a52897,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
e98ed1de-066a-4bdb-a67f-0d34a0c7ace8,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
f66379a9-4fa4-4b69-a028-d711117f8808e,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
a9176e03-33c4-4048-94b0-8a88e8eded3c,2017-02,255.253,console.amazonaws.com,DescribeTrails,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
58b59f01-36e8-43cc-be97-35e8b3a72ea5,2017-02,255.253,console.amazonaws.com,GetTrailStatus,cloudtrail.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAZ1A0NSOL1W4ECLBM,Unknown,,NoError,NotApplicable
37e9bbe2-82a2-413c-95a2-e339b5ead4a8,2017-02,255.253,[S3Console,ListBuckets,s3.amazonaws.com,us-east-1,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,Unknown,Unknown,,NoError,NotApplicable
0cceba88-3e7f-4b35-800d-1d59bca73e2e,2017-02,85.50,console.ec2.amazonaws.com,DescribeInstances,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,,NoError,NotApplicable
4a405c8c-150f-435a-97fa-b36ec1a2da06,2017-02,85.50,console.ec2.amazonaws.com,DescribeAvailabilityZones,ec2.amazonaws.com,us-west-2,1.05,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,,NoError,NotApplicable
5d5f2ede-af65-42a3-bfde-0cbd74b0ba9b,2017-02,85.50,console.ec2.amazonaws.com,DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,us-west-2,1.04,Root,AwsApiCall,811596193553.0,811596193553,arn:aws:iam::811596193553:root,ASIAA6UDIVVUIFGU9EUO,Unknown,,NoError,NotApplicable
